,,price,area,Price_sqft,price^2,x.y,x2.y,
406,,3500000,625,5600,1.225E+13,2187500000,19600000000,
407,,22500000,1800,12500,5.0625E+14,40500000000,2.8125E+11,
408,,6800000,1095,6210.045662,4.624E+13,7446000000,42228310502,
409,,22000000,3500,6285.714286,4.84E+14,77000000000,1.38286E+11,
410,,11000000,1150,9565.217391,1.21E+14,12650000000,1.05217E+11,
411,,8400000,1080,7777.777778,7.056E+13,9072000000,65333333333,
412,,21000000,1600,13125,4.41E+14,33600000000,2.75625E+11,
413,,12500000,1110,11261.26126,1.5625E+14,13875000000,1.40766E+11,
414,,5700000,1100,5181.818182,3.249E+13,6270000000,29536363636,
415,,4000000,1080,3703.703704,1.6E+13,4320000000,14814814815,
416,,15000000,1350,11111.11111,2.25E+14,20250000000,1.66667E+11,
417,,4000000,1080,3703.703704,1.6E+13,4320000000,14814814815,
418,,5200000,1585,3280.757098,2.704E+13,8242000000,17059936909,
419,,2800000,870,3218.390805,7.84E+12,2436000000,9011494253,
420,,8000000,2032,3937.007874,6.4E+13,16256000000,31496062992,
421,,25000000,2734,9144.111192,6.25E+14,68350000000,2.28603E+11,
422,,13900000,1440,9652.777778,1.9321E+14,20016000000,1.34174E+11,
423,,15000000,1900,7894.736842,2.25E+14,28500000000,1.18421E+11,
424,,18500000,1250,14800,3.4225E+14,23125000000,2.738E+11,
425,,3000000,700,4285.714286,9E+12,2100000000,12857142857,
426,,4500000,1000,4500,2.025E+13,4500000000,20250000000,
427,,5800000,900,6444.444444,3.364E+13,5220000000,37377777778,
428,,23500000,3200,7343.75,5.5225E+14,75200000000,1.72578E+11,
429,,4700000,1110,4234.234234,2.209E+13,5217000000,19900900901,
430,,17000000,1500,11333.33333,2.89E+14,25500000000,1.92667E+11,
431,,5200000,750,6933.333333,2.704E+13,3900000000,36053333333,
432,,10000000,1710,5847.953216,1E+14,17100000000,58479532164,
433,,7500000,1220,6147.540984,5.625E+13,9150000000,46106557377,
434,,4200000,1040,4038.461538,1.764E+13,4368000000,16961538462,
435,,12000000,1600,7500,1.44E+14,19200000000,90000000000,
436,,4200000,1135,3700.440529,1.764E+13,4767000000,15541850220,
437,,14000000,2000,7000,1.96E+14,28000000000,98000000000,
438,,6300000,900,7000,3.969E+13,5670000000,44100000000,
439,,27500000,3332,8253.301321,7.5625E+14,91630000000,2.26966E+11,
440,,10700000,1480,7229.72973,1.1449E+14,15836000000,77358108108,
441,,2800000,930,3010.752688,7.84E+12,2604000000,8430107527,
442,,16000000,1500,10666.66667,2.56E+14,24000000000,1.70667E+11,
443,,2500000,700,3571.428571,6.25E+12,1750000000,8928571429,
444,,8900000,1585,5615.141956,7.921E+13,14106500000,49974763407,
445,,4800000,1225,3918.367347,2.304E+13,5880000000,18808163265,
446,,10500000,1817,5778.756192,1.1025E+14,19078500000,60676940011,
447,,6200000,1315,4714.828897,3.844E+13,8153000000,29231939163,
448,,6400000,1277,5011.74628,4.096E+13,8172800000,32075176194,
449,,4400000,900,4888.888889,1.936E+13,3960000000,21511111111,
450,,5800000,1260,4603.174603,3.364E+13,7308000000,26698412698,
451,,9500000,1560,6089.74359,9.025E+13,14820000000,57852564103,
452,,47000000,4500,10444.44444,2.209E+15,2.115E+11,4.90889E+11,
453,,8500000,920,9239.130435,7.225E+13,7820000000,78532608696,
454,,15000000,2400,6250,2.25E+14,36000000000,93750000000,
455,,3000000,670,4477.61194,9E+12,2010000000,13432835821,
456,,30000000,4000,7500,9E+14,1.2E+11,2.25E+11,
457,,2350000,710,3309.859155,5.5225E+12,1668500000,7778169014,
458,,15000000,1800,8333.333333,2.25E+14,27000000000,1.25E+11,
459,,7800000,1295,6023.166023,6.084E+13,10101000000,46980694981,
460,,14300000,1650,8666.666667,2.0449E+14,23595000000,1.23933E+11,
461,,5300000,1125,4711.111111,2.809E+13,5962500000,24968888889,
462,,2600000,800,3250,6.76E+12,2080000000,8450000000,
463,,11000000,1400,7857.142857,1.21E+14,15400000000,86428571429,
464,,8500000,900,9444.444444,7.225E+13,7650000000,80277777778,
465,,17000000,2150,7906.976744,2.89E+14,36550000000,1.34419E+11,
466,,14200000,1850,7675.675676,2.0164E+14,26270000000,1.08995E+11,
467,,5500000,1200,4583.333333,3.025E+13,6600000000,25208333333,
468,,3400000,600,5666.666667,1.156E+13,2040000000,19266666667,
469,,7200000,1250,5760,5.184E+13,9000000000,41472000000,
470,,8700000,1450,6000,7.569E+13,12615000000,52200000000,
471,,9200000,1420,6478.873239,8.464E+13,13064000000,59605633803,
472,,3800000,1005,3781.094527,1.444E+13,3819000000,14368159204,
473,,42500000,4500,9444.444444,1.80625E+15,1.9125E+11,4.01389E+11,
474,,6500000,1620,4012.345679,4.225E+13,10530000000,26080246914,
475,,7650000,1168,6549.657534,5.85225E+13,8935200000,50104880137,
476,,4500000,1107,4065.04065,2.025E+13,4981500000,18292682927,
477,,8500000,1510,5629.139073,7.225E+13,12835000000,47847682119,
478,,23500000,1800,13055.55556,5.5225E+14,42300000000,3.06806E+11,
479,,4500000,955,4712.041885,2.025E+13,4297500000,21204188482,
480,,6280000,1500,4186.666667,3.94384E+13,9420000000,26292266667,
481,,13900000,2060,6747.572816,1.9321E+14,28634000000,93791262136,
482,,8200000,1550,5290.322581,6.724E+13,12710000000,43380645161,
483,,13100000,1200,10916.66667,1.7161E+14,15720000000,1.43008E+11,
484,,10000000,1250,8000,1E+14,12500000000,80000000000,
485,,6500000,1050,6190.47619,4.225E+13,6825000000,40238095238,
486,,4500000,1055,4265.402844,2.025E+13,4747500000,19194312796,
487,,14500000,2000,7250,2.1025E+14,29000000000,1.05125E+11,
488,,4000000,510,7843.137255,1.6E+13,2040000000,31372549020,
489,,42500000,5500,7727.272727,1.80625E+15,2.3375E+11,3.28409E+11,
490,,20000000,2237,8940.545373,4E+14,44740000000,1.78811E+11,
491,,3100000,975,3179.487179,9.61E+12,3022500000,9856410256,
492,,4800000,1245,3855.421687,2.304E+13,5976000000,18506024096,
493,,6700000,1250,5360,4.489E+13,8375000000,35912000000,
494,,12500000,2320,5387.931034,1.5625E+14,29000000000,67349137931,
495,,27000000,2200,12272.72727,7.29E+14,59400000000,3.31364E+11,
496,,11500000,2300,5000,1.3225E+14,26450000000,57500000000,
497,,9000000,1730,5202.312139,8.1E+13,15570000000,46820809249,
498,,4500000,1250,3600,2.025E+13,5625000000,16200000000,
499,,2990000,840,3559.52381,8.9401E+12,2511600000,10642976190,
,,5171270000,,,1.01532E+17,1.19858E+13,4.0079E+13,
,,20685080,,,2.03064E+14,47943250160,1.60316E+11,0
,,,,,0,0,1.60316E+12,
,,,,,0,0,0,
,,,,,0,0,0,
,,,,,0,0,0,
,,,,,0,0,0,
,,,,,0,0,0,
,,,,,0,0,0,
,,,,,0,0,0,
,,,,,0,0,0,
,,,,,0,0,0,
,,,,,0,0,0,
,,,,,0,0,0,
,,,,,0,0,0,
,,,,,0,0,0,
,,,,,0,0,0,
,,,,,0,0,0,
,,,,,0,0,0,
,,,,,0,0,0,
,,,,,0,0,0,
,,,,,0,0,0,
,,,,,0,0,0,
,,,,,0,0,0,
,,,,,0,0,0,
,,,,,0,0,0,
,,,,,0,0,0,
,,,,,0,0,0,
,,,,,0,0,0,
,,,,,0,0,0,
,,,,,0,0,0,
,,,,,0,0,0,
,,,,,0,0,0,
,,,,,0,0,0,
,,,,,0,0,0,
,,,,,0,0,0,
,,,,,0,0,0,
,,,,,0,0,0,
,,,,,0,0,0,
,,,,,0,0,0,
,,,,,0,0,0,
,,,,,0,0,0,
,,,,,0,0,0,
,,,,,0,0,0,
,,,,,0,0,0,
,,,,,0,0,0,
,,,,,0,0,0,
,,,,,0,0,0,
,,,,,0,0,0,
,,,,,0,0,0,
